,年份,考生所在地,文理分科,批次名称,最低控制分数线
12657,2006,河北,其他,计算机类对口专科,316
12658,2006,河北,其他,建筑类对口本科,640
12659,2006,河北,其他,建筑类对口专科,421
12660,2006,河北,其他,农林类对口本科,634
12661,2006,河北,其他,农林类对口专科,509
12662,2006,河北,其他,畜牧兽医类对口本科,607
12663,2006,河北,其他,畜牧兽医类对口专科,446
12664,2006,河北,其他,烹饪类对口本科,495
12665,2006,河北,其他,烹饪类对口专科,200
12666,2006,河北,其他,化工类对口本科,638
12667,2006,河北,其他,化工类对口专科,424
12668,2006,河北,其他,医学类对口专科,288
12669,2006,河北,其他,师范语文教育类对口专科,240
12670,2006,河北,其他,师范数学教育类对口专科,280
12671,2006,河北,其他,师范英语教育类对口本科,501
12672,2006,河北,其他,师范英语教育类对口专科,336
12673,2006,河北,其他,师范信息教育类对口专科,308
12674,2006,河北,其他,师范学前教育类对口本科,469
12675,2006,河北,文科,音乐类之舞蹈专科一批(专业70分),200
12676,2006,河北,文科,美术本科一批、二批(专业280分),300
12677,2006,河北,文科,美术本科三批(专业270分),280
12678,2006,河北,文科,美术专科一批(专业190分),200
12679,2006,河北,文科,体育本科一批、二批(专业320分),280
12680,2006,河北,文科,体育本科三批(专业320分),280
12681,2006,河北,文科,体育专科一批(专业290分),240
12682,2006,河北,文科,播音与主持本科一批、二批,530
12683,2006,河北,文科,播音与主持本科三批,472
12684,2006,河北,文科,播音与主持专科一批,370
12685,2006,河北,文科,广播影视编导本科一批、二批,530
12686,2006,河北,文科,广播影视编导本科三批,472
12687,2006,河北,文科,广播影视编导专科一批,370
12688,2006,河北,文科,服装表演本科一批、二批(专业75分),270
12689,2006,河北,文科,服装表演本科三批(专业75分),270
12690,2006,河北,文科,服装表演专科一批(专业65分),200
12691,2006,河北,其他,省外单独招生的非独立设置的艺术院校的艺术专业本科文化控制分数线,200
12692,2006,河北,其他,省外单独招生的非独立设置的艺术院校的艺术专业专科文化控制分数线,160
12693,2006,河北,其他,专科三批,200
12694,2006,河北,其他,专科三批艺术体育专业文化控制线不低于,160
12695,2006,河北,其他,服装类对口本科,614
12696,2006,河北,其他,服装类对口专科,350
12697,2006,河北,其他,旅游类对口本科,583
12698,2006,河北,其他,旅游类对口专科,200
12699,2006,河北,其他,文秘类对口专科,200
12700,2006,河北,其他,财经类对口本科,624
12701,2006,河北,其他,财经类对口专科,375
12702,2006,河北,其他,机械类对口本科,609
12703,2006,河北,其他,机械类对口专科,361
12704,2006,河北,其他,电子电工类对口本科,647
12705,2006,河北,其他,电子电工类对口专科,320
12706,2006,河北,其他,计算机类对口本科,643
12707,2006,河北,其他,计算机类对口专科,316
12708,2006,河北,其他,建筑类对口本科,640
12709,2006,河北,其他,建筑类对口专科,421
12710,2006,河北,其他,农林类对口本科,634
12711,2006,河北,其他,农林类对口专科,509
12712,2006,河北,其他,畜牧兽医类对口本科,607
12713,2006,河北,其他,畜牧兽医类对口专科,446
12714,2006,河北,其他,烹饪类对口本科,495
12715,2006,河北,其他,烹饪类对口专科,200
12716,2006,河北,其他,化工类对口本科,638
12717,2006,河北,其他,化工类对口专科,424
12718,2006,河北,其他,医学类对口专科,288
12719,2006,河北,其他,师范语文教育类对口专科,240
12720,2006,河北,其他,师范数学教育类对口专科,280
12721,2006,河北,其他,师范英语教育类对口本科,501
12722,2006,河北,其他,师范英语教育类对口专科,336
12723,2006,河北,其他,师范信息教育类对口专科,308
12724,2006,河北,其他,师范学前教育类对口本科,469
12725,2006,河北,其他,财经类对口本科,624
12726,2006,河北,其他,财经类对口专科,375
12727,2006,河北,其他,机械类对口本科,609
12728,2006,河北,其他,机械类对口专科,361
12729,2006,河北,其他,电子电工类对口本科,647
12730,2006,河北,其他,电子电工类对口专科,320
12731,2006,河北,其他,计算机类对口本科,643
12732,2006,河北,其他,计算机类对口专科,316
12733,2006,河北,其他,建筑类对口本科,640
12734,2006,河北,其他,建筑类对口专科,421
12735,2006,河北,其他,农林类对口本科,634
12736,2006,河北,其他,农林类对口专科,509
12737,2006,河北,其他,畜牧兽医类对口本科,607
12738,2006,河北,其他,畜牧兽医类对口专科,446
12739,2006,河北,其他,烹饪类对口本科,495
12740,2006,河北,其他,烹饪类对口专科,200
12741,2006,河北,其他,化工类对口本科,638
12742,2006,河北,其他,化工类对口专科,424
12743,2006,河北,其他,医学类对口专科,288
12744,2006,河北,其他,师范语文教育类对口专科,240
12745,2006,河北,其他,师范数学教育类对口专科,280
12746,2006,河北,其他,师范英语教育类对口本科,501
12747,2006,河北,其他,师范英语教育类对口专科,336
12748,2006,河北,其他,师范信息教育类对口专科,308
12749,2006,河北,其他,师范学前教育类对口本科,469
12750,2006,河北,其他,师范学前教育类对口专科,385
12751,2006,河北,其他,采矿及安全工程类对口本科,274
12752,2006,河北,其他,采矿及安全工程类对口专科,200
12753,2006,山西,理科,本科一批,552
12754,2006,山西,理科,本科二批,515
12755,2006,山西,理科,体育类本科一批,410
12756,2006,山西,理科,体育类本科二批,380
12757,2006,山西,理科,艺术类音乐美术本科一批,358
12758,2006,山西,理科,艺术类音乐美术本科二批,334
12759,2006,山西,理科,艺术类舞蹈专业本科一批,303
12760,2006,山西,理科,艺术类舞蹈专业本科二批,283
12761,2006,山西,文科,本科一批,561
12762,2006,山西,文科,本科二批,528
12763,2006,山西,文科,体育类本科一批,420
12764,2006,山西,文科,体育类本科二批,390
12765,2006,山西,文科,艺术类音乐美术本科一批,364
12766,2006,山西,文科,艺术类音乐美术本科二批,343
12767,2006,山西,文科,艺术类舞蹈专业本科一批,308
12768,2006,山西,文科,艺术类舞蹈专业本科二批,290
12769,2006,内蒙古,理科,本科一批,557
12770,2006,内蒙古,理科,本科二批,495
12771,2006,内蒙古,理科,蒙授本科一批,478
12772,2006,内蒙古,理科,蒙授本科二批,381
12773,2006,内蒙古,文科,本科一批,530
12774,2006,内蒙古,文科,本科二批,481
12775,2006,内蒙古,文科,蒙授本科一批,430
12776,2006,内蒙古,文科,蒙授本科二批,402
12777,2006,内蒙古,其他,汉授艺术本科,240
12778,2006,内蒙古,其他,蒙授艺术本科,230
12779,2006,内蒙古,其他,蒙授体育本科(要求专业课为78分以上),320
12780,2006,内蒙古,其他,汉授体育本科,290
12781,2006,内蒙古,其他,汉授艺术本科提前批,240
12782,2006,内蒙古,其他,蒙授艺术本科提前批,230
12783,2006,河南,理科,本科一批,590
12784,2006,河南,理科,本科二批,548
12785,2006,河南,理科,本科三批,525
12786,2006,河南,理科,高职高专一批,480
12787,2006,河南,理科,体育类本科(专业66分),365
12788,2006,河南,理科,体育类专科(专业63分),357
12789,2006,河南,理科,艺术类本科(美术类200分,0
12790,2006,河南,理科,艺术类专科(艺术模特类235分,0
12791,2006,河南,文科,本科一批,591
12792,2006,河南,文科,本科二批,547
12793,2006,河南,文科,本科三批,517
12794,2006,河南,文科,高职高专一批,467
12795,2006,河南,文科,体育类专科(专业63分),382
12796,2006,河南,文科,体育类本科(专业66分),409
12797,2006,河南,文科,艺术类本科(美术类200分,0
12798,2006,河南,文科,艺术类专科(艺术模特类235分,0
12799,2006,海南,理科,本科一批,569
12800,2006,海南,理科,本科二批,518
12801,2006,海南,理科,需面试的专科提前批,391
12802,2006,海南,理科,艺术类本科,311
12803,2006,海南,文科,本科一批,613
12804,2006,海南,文科,本科二批,559
12805,2006,海南,文科,需面试的专科提前批,402
12806,2006,海南,文科,艺术类本科,336
12807,2006,海南,其他,体育类本科一批(专业成绩80分),420
12808,2006,海南,其他,体育类本科二批(专业成绩75分),373
12809,2006,广西,理科,本科一批,538
12810,2006,广西,理科,本科二批,473
12811,2006,广西,理科,本科三批,412
12812,2006,广西,理科,高职高专,280
12813,2006,广西,理科,体育类本科(术科86分),294
12814,2006,广西,理科,体育类独立学院本科(术科82分),262
12815,2006,广西,理科,体育类高职高专(术科60分),235
12816,2006,广西,理科,艺术类普通本科,284
12817,2006,广西,理科,独立学院本科,247
12818,2006,广西,理科,艺术类高职高专,168
12819,2006,广西,文科,本科一批,558
12820,2006,广西,文科,本科二批,500
12821,2006,广西,文科,本科三批,457
12822,2006,广西,文科,高职高专,280
12823,2006,广西,文科,艺术类普通本科,300
12824,2006,广西,文科,独立学院本科,274
12825,2006,海南,理科,本科二批,518
12826,2006,海南,理科,需面试的专科提前批,391
12827,2006,海南,理科,艺术类本科,311
12828,2006,海南,文科,本科一批,613
12829,2006,海南,文科,本科二批,559
12830,2006,海南,文科,需面试的专科提前批,402
12831,2006,海南,文科,艺术类本科,336
12832,2006,海南,其他,体育类本科一批(专业成绩80分),420
12833,2006,海南,其他,体育类本科二批(专业成绩75分),373
12834,2006,广西,理科,本科一批,538
12835,2006,广西,理科,本科二批,473
12836,2006,广西,理科,本科三批,412
12837,2006,广西,理科,高职高专,280
12838,2006,广西,理科,体育类本科(术科86分),294
12839,2006,广西,理科,体育类独立学院本科(术科82分),262
12840,2006,广西,理科,体育类高职高专(术科60分),235
12841,2006,广西,理科,艺术类普通本科,284
12842,2006,广西,理科,独立学院本科,247
12843,2006,广西,理科,艺术类高职高专,168
12844,2006,广西,文科,本科一批,558
12845,2006,广西,文科,本科二批,500
12846,2006,广西,文科,本科三批,457
12847,2006,广西,文科,高职高专,280
12848,2006,广西,文科,艺术类普通本科,300
12849,2006,广西,文科,独立学院本科,274
12850,2006,广西,文科,艺术类高职高专,168
12851,2006,贵州,理科,本科一批,523
12852,2006,贵州,理科,本科二批,464
12853,2006,贵州,文科,本科一批,528
12854,2006,贵州,文科,本科二批,463
12855,2006,云南,理科,本科一批,550
12856,2006,云南,理科,本科二批,485
12857,2006,云南,理科,本科三批,450
12858,2006,云南,理科,专科一批,440
12859,2006,云南,理科,专科二批,385
12860,2006,云南,理科,艺术类本科,265
12861,2006,云南,理科,艺术类专科,240
12862,2006,云南,理科,体育类本科,370
12863,2006,云南,理科,体育类专科,320
12864,2006,云南,文科,本科一批,550
12865,2006,云南,文科,本科二批,505
12866,2006,云南,文科,本科三批,470
12867,2006,云南,文科,专科一批,465
12868,2006,云南,文科,专科二批,425
12869,2006,云南,文科,艺术类本科,315
12870,2006,云南,文科,体育类本科,385
12871,2006,云南,文科,艺术类专科,265
12872,2006,云南,文科,体育类专科,370
12873,2006,西藏,理科,本科二批(普通本科)汉族考生,370
12874,2006,西藏,理科,本科二批(普通本科)少数民族考生,225
12875,2006,西藏,理科,专科(高职)少数民族考生,200
12876,2006,西藏,理科,专科(高职)汉族,300
12877,2006,西藏,理科,艺术类专科(高职)汉族,210
12878,2006,西藏,理科,艺术类专科(高职)少数民族,140
12879,2006,西藏,理科,艺术类本科少数民族,158
12880,2006,西藏,理科,艺术类本科汉族,259
12881,2006,西藏,理科,部队生源专科(高职),175
12882,2006,西藏,理科,部队生源本科,210
12883,2006,西藏,文科,本科一批(重点本科)汉族考生,495
12884,2006,西藏,文科,本科二批(普通本科)汉族考生,352
12885,2006,西藏,文科,专科(高职)汉族考生,320
12886,2006,西藏,文科,专科(高职)少数民族,235
12887,2006,西藏,文科,本科二批少数民族,267
12888,2006,西藏,文科,本科一批少数民族,355
12889,2006,西藏,文科,艺术类本科汉族,246
12890,2006,西藏,文科,艺术类本科少数民族,187
12891,2006,西藏,文科,艺术类专科(高职)少数民族,165
12892,2006,西藏,文科,艺术类专科(高职)汉族,224
12893,2006,西藏,文科,部队生源本科,295
12894,2006,西藏,文科,部队生源专科(高职),255
12895,2006,青海,理科,藏文预科,240
12896,2006,青海,理科,本科一批(预科(只招收少数民族考生)427分以上),434
12897,2006,青海,理科,本科二批,374
12898,2006,青海,理科,本科三批,348
12899,2006,青海,理科,省内预科：325分以上,325
12900,2006,广西,文科,艺术类高职高专,168
12901,2006,贵州,理科,本科一批,523
12902,2006,贵州,理科,本科二批,464
12903,2006,贵州,文科,本科一批,528
12904,2006,贵州,文科,本科二批,463
12905,2006,云南,理科,本科一批,550
12906,2006,云南,理科,本科二批,485
12907,2006,云南,理科,本科三批,450
12908,2006,云南,理科,专科一批,440
12909,2006,云南,理科,专科二批,385
12910,2006,云南,理科,艺术类本科,265
12911,2006,云南,理科,艺术类专科,240
12912,2006,云南,理科,体育类本科,370
12913,2006,云南,理科,体育类专科,320
12914,2006,云南,文科,本科一批,550
12915,2006,云南,文科,本科二批,505
12916,2006,云南,文科,本科三批,470
12917,2006,云南,文科,专科一批,465
12918,2006,云南,文科,专科二批,425
12919,2006,云南,文科,艺术类本科,315
12920,2006,云南,文科,体育类本科,385
12921,2006,云南,文科,艺术类专科,265
12922,2006,云南,文科,体育类专科,370
12923,2006,西藏,理科,本科二批(普通本科)汉族考生,370
12924,2006,西藏,理科,本科二批(普通本科)少数民族考生,225
12925,2006,西藏,理科,专科(高职)少数民族考生,200
12926,2006,西藏,理科,专科(高职)汉族,300
12927,2006,西藏,理科,艺术类专科(高职)汉族,210
12928,2006,西藏,理科,艺术类专科(高职)少数民族,140
12929,2006,西藏,理科,艺术类本科少数民族,158
12930,2006,西藏,理科,艺术类本科汉族,259
12931,2006,西藏,理科,部队生源专科(高职),175
12932,2006,西藏,理科,部队生源本科,210
12933,2006,西藏,文科,本科一批(重点本科)汉族考生,495
12934,2006,西藏,文科,本科二批(普通本科)汉族考生,352
12935,2006,西藏,文科,专科(高职)汉族考生,320
12936,2006,西藏,文科,专科(高职)少数民族,235
12937,2006,西藏,文科,本科二批少数民族,267
12938,2006,西藏,文科,本科一批少数民族,355
12939,2006,西藏,文科,艺术类本科汉族,246
12940,2006,西藏,文科,艺术类本科少数民族,187
12941,2006,西藏,文科,艺术类专科(高职)少数民族,165
12942,2006,西藏,文科,艺术类专科(高职)汉族,224
12943,2006,西藏,文科,部队生源本科,295
12944,2006,西藏,文科,部队生源专科(高职),255
12945,2006,青海,理科,藏文预科,240
12946,2006,青海,理科,本科一批(预科(只招收少数民族考生)427分以上),434
12947,2006,青海,理科,本科二批,374
12948,2006,青海,理科,本科三批,348
12949,2006,青海,理科,省内预科：325分以上,325
12950,2006,青海,理科,专科一批,320
12951,2006,青海,理科,藏文本科二批(藏语文90分以上),276
12952,2006,青海,理科,蒙文本科,218
12953,2006,青海,理科,体育类本科,237
12954,2006,青海,理科,体育类专科,208
12955,2006,青海,理科,专科二批,282
12956,2006,青海,理科,藏文专科,216
12957,2006,青海,文科,藏文预科,326
12958,2006,青海,文科,本科一批,452
12959,2006,青海,文科,本科二批,386
12960,2006,青海,文科,本科三批,348
12961,2006,青海,文科,省内预科：325分以上,325
12962,2006,青海,文科,专科一批,315
12963,2006,青海,文科,藏文本科一批(藏语文100分以上),421
12964,2006,青海,文科,藏文本科二批(藏语文90分以上),338
12965,2006,青海,文科,蒙文本科一批,348
12966,2006,青海,文科,蒙文本科二批,270
12967,2006,青海,文科,蒙文预科,249
12968,2006,青海,文科,蒙文专科,222
12969,2006,青海,文科,体育类本科,293
12970,2006,青海,文科,体育类专科,263
12971,2006,青海,文科,专科二批,290
12972,2006,青海,文科,藏文专科,319
12973,2006,青海,其他,老高职,167
12974,2006,青海,其他,音乐表演本科,211
12975,2006,青海,其他,音乐表演专科,168
12976,2006,青海,其他,民族美术本、专科,224
12977,2006,宁夏,理科,本科一批(川区除回族以外的其他少族民族、“山区”汉族考生),504
12978,2006,宁夏,理科,本科一批(川区回族、“山区”除回族以外的其他少族民族考生),494
12979,2006,宁夏,理科,本科一批(“山区”回族考生),484
12980,2006,宁夏,理科,本科二批(川区除回族以外的其他少族民族考生，固原市(含原州区、西吉县、隆德县、泾源县、彭阳县)和海原县,459
12981,2006,宁夏,理科,本科二批(川区回族、“山区”除回族以外的其他少族民族考生),449
12982,2006,宁夏,理科,本科二批(“山区”回族考生),439
12983,2006,宁夏,理科,体育类本科一批(川区汉族考生),416
12984,2006,宁夏,理科,体育类本科一批(川区除回族以外的其他少数民族、“山区”汉族考生),406
12985,2006,宁夏,理科,体育类本科一批(川区回族、“山区”除回族以外的其他少数民族考生),396
12986,2006,宁夏,理科,体育类本科一批(“山区”回族考生),386
12987,2006,宁夏,理科,体育类本科二批(“山区”回族考生),305
12988,2006,宁夏,理科,体育类本科二批(川区回族、“山区”除回族以外的其他少数民族考生),315
12989,2006,宁夏,理科,体育类本科二批(川区除回族以外的其他少数民族、“山区”汉族考生),325
12990,2006,宁夏,理科,体育类本科二批(川区汉族考生),335
12991,2006,宁夏,理科,理工农医类本科一批,514
12992,2006,宁夏,理科,理工农医类本科二批,469
12993,2006,宁夏,文科,汉族考生本科一批,516
12994,2006,宁夏,文科,汉族考生本科二批,471
12995,2006,宁夏,文科,本科一批(川区除回族以外的其他少数民族、“山区”汉族考生),506
12996,2006,宁夏,文科,本科二批(川区除回族以外的其他少数民族、“山区”汉族考生),461
12997,2006,宁夏,文科,本科二批(川区回族、“山区”除回族以外的其他少数民族考生),451
12998,2006,宁夏,文科,本科二批(“山区”回族考生),441
12999,2006,宁夏,文科,本科一批(“山区”回族考生),486
13000,2006,西藏,理科,专科(高职)少数民族考生,200
13001,2006,西藏,理科,专科(高职)汉族,300
13002,2006,西藏,理科,艺术类专科(高职)汉族,210
13003,2006,西藏,理科,艺术类专科(高职)少数民族,140
13004,2006,西藏,理科,艺术类本科少数民族,158
13005,2006,西藏,理科,艺术类本科汉族,259
13006,2006,西藏,理科,部队生源专科(高职),175
13007,2006,西藏,理科,部队生源本科,210
13008,2006,西藏,文科,本科一批(重点本科)汉族考生,495
13009,2006,西藏,文科,本科二批(普通本科)汉族考生,352
13010,2006,西藏,文科,专科(高职)汉族考生,320
13011,2006,西藏,文科,专科(高职)少数民族,235
13012,2006,西藏,文科,本科二批少数民族,267
13013,2006,西藏,文科,本科一批少数民族,355
13014,2006,西藏,文科,艺术类本科汉族,246
13015,2006,西藏,文科,艺术类本科少数民族,187
13016,2006,西藏,文科,艺术类专科(高职)少数民族,165
13017,2006,西藏,文科,艺术类专科(高职)汉族,224
13018,2006,西藏,文科,部队生源本科,295
13019,2006,西藏,文科,部队生源专科(高职),255
13020,2006,青海,理科,藏文预科,240
13021,2006,青海,理科,本科一批(预科(只招收少数民族考生)427分以上),434
13022,2006,青海,理科,本科二批,374
13023,2006,青海,理科,本科三批,348
13024,2006,青海,理科,省内预科：325分以上,325
13025,2006,青海,理科,专科一批,320
13026,2006,青海,理科,藏文本科二批(藏语文90分以上),276
13027,2006,青海,理科,蒙文本科,218
13028,2006,青海,理科,体育类本科,237
13029,2006,青海,理科,体育类专科,208
13030,2006,青海,理科,专科二批,282
13031,2006,青海,理科,藏文专科,216
13032,2006,青海,文科,藏文预科,326
13033,2006,青海,文科,本科一批,452
13034,2006,青海,文科,本科二批,386
13035,2006,青海,文科,本科三批,348
13036,2006,青海,文科,省内预科：325分以上,325
13037,2006,青海,文科,专科一批,315
13038,2006,青海,文科,藏文本科一批(藏语文100分以上),421
13039,2006,青海,文科,藏文本科二批(藏语文90分以上),338
13040,2006,青海,文科,蒙文本科一批,348
13041,2006,青海,文科,蒙文本科二批,270
13042,2006,青海,文科,蒙文预科,249
13043,2006,青海,文科,蒙文专科,222
13044,2006,青海,文科,体育类本科,293
13045,2006,青海,文科,体育类专科,263
13046,2006,青海,文科,专科二批,290
13047,2006,青海,文科,藏文专科,319
13048,2006,青海,其他,老高职,167
13049,2006,青海,其他,音乐表演本科,211
13050,2006,青海,其他,音乐表演专科,168
13051,2006,青海,其他,民族美术本、专科,224
13052,2006,宁夏,理科,本科一批(川区除回族以外的其他少族民族、“山区”汉族考生),504
13053,2006,宁夏,理科,本科一批(川区回族、“山区”除回族以外的其他少族民族考生),494
13054,2006,宁夏,理科,本科一批(“山区”回族考生),484
13055,2006,宁夏,理科,本科二批(川区除回族以外的其他少族民族考生，固原市(含原州区、西吉县、隆德县、泾源县、彭阳县)和海原县,459
13056,2006,宁夏,理科,本科二批(川区回族、“山区”除回族以外的其他少族民族考生),449
13057,2006,宁夏,理科,本科二批(“山区”回族考生),439
13058,2006,宁夏,理科,体育类本科一批(川区汉族考生),416
13059,2006,宁夏,理科,体育类本科一批(川区除回族以外的其他少数民族、“山区”汉族考生),406
13060,2006,宁夏,理科,体育类本科一批(川区回族、“山区”除回族以外的其他少数民族考生),396
13061,2006,宁夏,理科,体育类本科一批(“山区”回族考生),386
13062,2006,宁夏,理科,体育类本科二批(“山区”回族考生),305
13063,2006,宁夏,理科,体育类本科二批(川区回族、“山区”除回族以外的其他少数民族考生),315
13064,2006,宁夏,理科,体育类本科二批(川区除回族以外的其他少数民族、“山区”汉族考生),325
13065,2006,宁夏,理科,体育类本科二批(川区汉族考生),335
13066,2006,宁夏,理科,理工农医类本科一批,514
13067,2006,宁夏,理科,理工农医类本科二批,469
13068,2006,宁夏,文科,汉族考生本科一批,516
13069,2006,宁夏,文科,汉族考生本科二批,471
13070,2006,宁夏,文科,本科一批(川区除回族以外的其他少数民族、“山区”汉族考生),506
13071,2006,宁夏,文科,本科二批(川区除回族以外的其他少数民族、“山区”汉族考生),461
13072,2006,宁夏,文科,本科二批(川区回族、“山区”除回族以外的其他少数民族考生),451
13073,2006,宁夏,文科,本科二批(“山区”回族考生),441
13074,2006,宁夏,文科,本科一批(“山区”回族考生),486
13075,2006,宁夏,文科,本科一批(川区回族、“山区”除回族以外的其他少数民族考生),496
13076,2006,宁夏,文科,体育类本科一批(川区汉族考生),439
13077,2006,宁夏,文科,体育类本科一批(川区除回族以外的其他少数民族、“山区”汉族考生),429
13078,2006,宁夏,文科,体育类本科一批(川区回族、“山区”除回族以外的其他少数民族考生),419
13079,2006,宁夏,文科,体育类本科一批(“山区”回族考生),409
13080,2006,宁夏,文科,体育类本科二批(川区汉族考生),370
13081,2006,宁夏,文科,体育类本科二批(川区除回族以外的其他少数民族、“山区”汉族考生),360
13082,2006,宁夏,文科,体育类本科二批(川区回族、“山区”除回族以外的其他少数民族考生),350
13083,2006,宁夏,文科,体育类本科二批(“山区”回族考生),340
13084,2006,新疆,理科,汉语言本科一批,520
13085,2006,新疆,理科,汉语言本科二批,448
13086,2006,新疆,理科,汉语言本科三批,370
13087,2006,新疆,理科,汉语言专科,275
13088,2006,新疆,理科,民语言(维、哈、柯)专科(数学25分、数学单科限分、参考分数线),270
13089,2006,新疆,理科,民语言(维、哈、柯)本科三批(数学26分、数学单科限分、参考分数线),310
13090,2006,新疆,理科,民语言(维、哈、柯)本科二批(数学28分、数学单科限分、参考分数线),328
13091,2006,新疆,理科,民语言(维、哈、柯)本科一批(数学29分、数学单科限分、参考分数线),357
13092,2006,新疆,理科,民考汉本科二批,370
13093,2006,新疆,理科,民考汉本科一批,390
13094,2006,新疆,理科,汉语言体育类本科(术科70分),245
13095,2006,新疆,文科,汉语言本科一批,517
13096,2006,新疆,文科,汉语言本科二批,452
13097,2006,新疆,文科,汉语言本科三批,380
13098,2006,新疆,文科,汉语言专科,295
13099,2006,新疆,文科,民语言(维、哈、柯)本科一批(数学26分、数学单科限分),398
13100,2006,新疆,文科,民语言(维、哈、柯)本科二批(数学25分、数学单科限分),371
13101,2006,新疆,文科,民语言(维、哈、柯)本科三批(数学24分、数学单科限分、参考分数线),345
13102,2006,新疆,文科,民语言(维、哈、柯)专科(数学23分、数学单科限分、参考分数线),290
13103,2006,新疆,文科,民考汉本科一批,440
13104,2006,新疆,文科,民考汉本科二批,382
13105,2006,新疆,其他,汉语言体育类本科(术科70分),245
13106,2006,新疆,其他,汉语言体育类专科(术科65分),235
13107,2006,新疆,其他,民语言(维、哈、柯)体育类本科(术科72分),240
13108,2006,新疆,其他,民语言(维、哈、柯)体育类专科(术科68分),220
13109,2006,新疆,其他,汉语言艺术类本科(术科从高到低适当控制分数),220
13110,2006,新疆,其他,汉语言艺术类专科(术科从高到低适当控制分数),165
13111,2006,新疆,其他,民语言(维、哈、柯)艺术类本科(术科从高到低适当控制分数线),180
13112,2006,新疆,其他,民语言(维、哈、柯)艺术类专科(术科从高到低适当控制分数),160
13113,2006,新疆,其他,汉语言艺术类本科,220
13114,2006,新疆,其他,汉语言艺术类专科,165
13115,2006,新疆,其他,民语言艺术类本科,180
13116,2006,新疆,其他,民语言艺术类专科,160
13117,2006,江西,理科,本科一批,550
13118,2006,江西,理科,本科二批,496
13119,2006,江西,理科,军检线本科一批,532
13120,2006,江西,理科,军检线本科二批,496
13121,2006,江西,文科,本科一批,563
13122,2006,江西,文科,本科二批,520
13123,2006,江西,文科,军检线本科一批,545
13124,2006,江西,文科,军检线本科二批,520
13125,2006,青海,理科,专科一批,320
13126,2006,青海,理科,藏文本科二批(藏语文90分以上),276
13127,2006,青海,理科,蒙文本科,218
13128,2006,青海,理科,体育类本科,237
13129,2006,青海,理科,体育类专科,208
13130,2006,青海,理科,专科二批,282
13131,2006,青海,理科,藏文专科,216
13132,2006,青海,文科,藏文预科,326
13133,2006,青海,文科,本科一批,452
13134,2006,青海,文科,本科二批,386
13135,2006,青海,文科,本科三批,348
13136,2006,青海,文科,省内预科：325分以上,325
13137,2006,青海,文科,专科一批,315
13138,2006,青海,文科,藏文本科一批(藏语文100分以上),421
13139,2006,青海,文科,藏文本科二批(藏语文90分以上),338
13140,2006,青海,文科,蒙文本科一批,348
13141,2006,青海,文科,蒙文本科二批,270
13142,2006,青海,文科,蒙文预科,249
13143,2006,青海,文科,蒙文专科,222
13144,2006,青海,文科,体育类本科,293
13145,2006,青海,文科,体育类专科,263
13146,2006,青海,文科,专科二批,290
13147,2006,青海,文科,藏文专科,319
13148,2006,青海,其他,老高职,167
13149,2006,青海,其他,音乐表演本科,211
13150,2006,青海,其他,音乐表演专科,168
13151,2006,青海,其他,民族美术本、专科,224
13152,2006,宁夏,理科,本科一批(川区除回族以外的其他少族民族、“山区”汉族考生),504
13153,2006,宁夏,理科,本科一批(川区回族、“山区”除回族以外的其他少族民族考生),494
13154,2006,宁夏,理科,本科一批(“山区”回族考生),484
13155,2006,宁夏,理科,本科二批(川区除回族以外的其他少族民族考生，固原市(含原州区、西吉县、隆德县、泾源县、彭阳县)和海原县,459
13156,2006,宁夏,理科,本科二批(川区回族、“山区”除回族以外的其他少族民族考生),449
13157,2006,宁夏,理科,本科二批(“山区”回族考生),439
13158,2006,宁夏,理科,体育类本科一批(川区汉族考生),416
13159,2006,宁夏,理科,体育类本科一批(川区除回族以外的其他少数民族、“山区”汉族考生),406
13160,2006,宁夏,理科,体育类本科一批(川区回族、“山区”除回族以外的其他少数民族考生),396
13161,2006,宁夏,理科,体育类本科一批(“山区”回族考生),386
13162,2006,宁夏,理科,体育类本科二批(“山区”回族考生),305
13163,2006,宁夏,理科,体育类本科二批(川区回族、“山区”除回族以外的其他少数民族考生),315
13164,2006,宁夏,理科,体育类本科二批(川区除回族以外的其他少数民族、“山区”汉族考生),325
13165,2006,宁夏,理科,体育类本科二批(川区汉族考生),335
13166,2006,宁夏,理科,理工农医类本科一批,514
13167,2006,宁夏,理科,理工农医类本科二批,469
13168,2006,宁夏,文科,汉族考生本科一批,516
13169,2006,宁夏,文科,汉族考生本科二批,471
13170,2006,宁夏,文科,本科一批(川区除回族以外的其他少数民族、“山区”汉族考生),506
13171,2006,宁夏,文科,本科二批(川区除回族以外的其他少数民族、“山区”汉族考生),461
13172,2006,宁夏,文科,本科二批(川区回族、“山区”除回族以外的其他少数民族考生),451
13173,2006,宁夏,文科,本科二批(“山区”回族考生),441
13174,2006,宁夏,文科,本科一批(“山区”回族考生),486
13175,2006,宁夏,文科,本科一批(川区回族、“山区”除回族以外的其他少数民族考生),496
13176,2006,宁夏,文科,体育类本科一批(川区汉族考生),439
13177,2006,宁夏,文科,体育类本科一批(川区除回族以外的其他少数民族、“山区”汉族考生),429
13178,2006,宁夏,文科,体育类本科一批(川区回族、“山区”除回族以外的其他少数民族考生),419
13179,2006,宁夏,文科,体育类本科一批(“山区”回族考生),409
13180,2006,宁夏,文科,体育类本科二批(川区汉族考生),370
